user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,context_precision,context_recall
What was the classical approach to building agents known as?,"['SYMBOLIC REASONING AGENTS • The classical approach to building agents is to view them as a particular type of knowledge-based system and bring all the associated methodologies of such systems to bear. • This paradigm is known as symbolic AI • A deliberative agent or agent architecture is defined to be one that: • contains an explicitly represented, symbolic model of the world; • makes decisions (for example about what actions to perform) via symbolic reasoning. 9', 'SUMMARY • Defined the main agent architectures and symbolic reasoning approach • Discussed how logic enables deductive reasoning in agents • Introduced agent-oriented programming (Agent0, PLACA, Concurrent METATEM) • Connected classical reasoning agents to modern Agentic AI systems 35', 'RELEVANT METHODOLOGIES • GAIA Methodologies • Encourages a developer to think of building agent-based systems as a process of organisational design • Agent UML • Extend Unified Modeling Language (UML) with agent features • Prometeus • Focuses mainly on the internal agent architecture → basically a methodology for designing BDI agent systems 7', 'LIMITATIONS OF REACTIVE SYSTEMS • As actions are based on local information, such agents inherently take a “short-term” view • Emergent behaviour is very hard to engineer or validate; typically a trial and error approach is ultimately adopted • Whilst agents with few layers are straightforward to build, models using many layers are inherently complex and difficult to understand \uf0df Design approach does not scale-up for large systems 11', 'INTELLIGENT AGENTS AND AI • When building an agent, we simply want a system that can choose the right action to perform, typically in a limited domain • We do not have to solve all the problems of AI to build a useful agent → a little intelligence goes a long way! 20 “We made our agents dumber and dumber and dumber . . . until finally they made money.” - Oren Etzioni regarding NETBOT, Inc.']","The classical approach to building agents known as was **symbolic AI**.

Here is the breakdown based on the provided sources:
*   **[S1]** explicitly defines the paradigm as ""**symbolic AI**"".
*   **[S2]** discusses how logic enables deductive reasoning in agents, linking classical reasoning agents to modern Agentic AI systems, reinforcing the symbolic foundation.
*   **[S3]** mentions ""Agent UML"" and ""Agent oriented programming"", which are methods used to build agent-based systems.
*   **[S4]** notes that reactive systems are hard to engineer and scale, implying a reliance on symbolic models for control.
*   **[S5]** describes agents as tools for making decisions in a limited domain, without necessarily solving complex AI problems, highlighting the use of logic and symbolic reasoning within the agent architecture.

**Answer:** **symbolic AI**",The classical approach to building agents was known as symbolic AI.,0.6,0.9493445676908104,0.99999999995,1.0
"According to the lecture, what is the underlying problem with knowledge representation and reasoning?","['THE REPRESENTATION / REASONING PROBLEM • The underlying problem with knowledge representation / reasoning lies with the complexity of symbol manipulation algorithms. • In general many (most) search-based symbol manipulation algorithms of interest are highly intractable. • Hard to find compact representations. • Because of these problems, some researchers have looked to alternative techniques for building agents; we look at these later. 11', 'TWO ISSUES 10 The Transduction Problem The transduction problem is that of translating the real world into an accurate, adequate symbolic description, in time for that description to be useful. This has led onto research into vision, speech understanding, learning… The Representation / Reasoning Problem How to symbolically represent information about complex real-world entities and processes, and how to get agents to reason with this information in time for the results to be useful.', 'SYMBOLIC AI - CRITICS • Recall symbolic AI in Deductive Reasoning Agent lecture. • Is inference on symbols representing the world sufficient to solve real-world problems? • Problems with “symbolic AI”: • Computational complexity of reasoning in real-world applications • The transduction/knowledge acquisition bottleneck • Logic-based approaches largely focus on theoretical reasoning • Detached from interaction with physical world 3', 'LEARNING OUTCOMES At the end of this lecture, you should be able to: • Explain how means-ends reasoning fit into the basic agent control loop • Representation • Relate blocksworld to the planning problem • Practical reasoning agent implementation • Deliberation 2', 'LEARNING OUTCOMES At the end of this lecture, you should be able to: • Describe practical reasoning • Relate practical reasoning with intentions 2']","According to the lecture, the underlying problem with knowledge representation and reasoning lies with the **complexity of symbol manipulation algorithms**.

Here is a breakdown of the specific issues mentioned in the source text, which aligns with this statement:
*   **Highly Intractable:** Most search-based symbol manipulation algorithms are highly difficult to solve.
*   **Hard to Find Compact Representations:** Finding efficient ways to encode information is difficult.
*   **Impact of Complexity:** These difficulties make it hard to build agents, as noted by the researchers looking into alternative techniques.",The underlying problem with knowledge representation / reasoning lies with the complexity of symbol manipulation algorithms.,1.0,0.9944811307415135,0.9999999999666667,1.0
What is the key idea of agent-oriented programming as introduced by Yoav Shoham?,"['AGENT-ORIENTED PROGRAMMING • Yoav Shoham introduced “agent-oriented programming” in 1990: “... new programming paradigm, based on a societal view of computation ...” • The key idea: • Directly programming agents in terms of intentional notions • like belief, desire, and intention • Adopts the same abstraction as humans • Resulted in the Agent0 programming language 21', 'SUMMARY • Defined the main agent architectures and symbolic reasoning approach • Discussed how logic enables deductive reasoning in agents • Introduced agent-oriented programming (Agent0, PLACA, Concurrent METATEM) • Connected classical reasoning agents to modern Agentic AI systems 35', 'SUMMARY • In this lecture, we explored why traditional object-oriented methodologies are not sufficient for building multi-agent systems. • We introduced agent-oriented methodologies that focus on roles, interactions, and coordination between agents. • We discussed examples such as GAIA, Agent UML, and Prometheus to illustrate different approaches to agent-based analysis and design. • We highlighted the importance of separating agent analysis from agent design to manage system complexity. 23', 'AGENT ORIENTED METHODOLOGIES • Each methodology may introduce further abstractions - around which to model software and to organize the software process • For example: roles, organizations, responsibilities, belief, desire and intentions • Not directly translating into concrete entities of the software system → the concept of role is an aspect of an agent, not an agent 4', 'AGENTS AS INTENTIONAL SYSTEMS 3. Post-Declarative Systems • In procedural programming, we say exactly what a system should do; • In declarative programming, we state something that we want to achieve, give the system general info about the relationships between objects, and let a built-in control mechanism (e. g. , goal-directed theorem proving) figure out what to do;']","The key idea of agent-oriented programming, introduced by Yoav Shoham, is to directly program agents using **intentional notions** (such as belief, desire, and intention) within an **abstraction** similar to humans.

This approach resulted in the development of the **Agent0 programming language**.","The key idea of agent-oriented programming as introduced by Yoav Shoham is to directly program agents in terms of intentional notions like belief, desire, and intention, and to adopt the same abstraction as humans.",1.0,0.9821098168661372,0.9999999999,1.0
What is the key component of an agent in AGENT0 that determines how the agent acts?,"['AGENT0 • The key component, which determines how the agent acts, is the commitment rule set. • Each commitment rule contains • a message condition; • a mental condition; and • an action 23', 'AGENT0 • AGENT0 is implemented as an extension to LISP. • Each agent in AGENT0 has 4 components: • a set of capabilities (things the agent can do); • a set of initial beliefs; • a set of initial commitments (things the agent will do); and • a set of commitment rules. 22', 'WHAT IS AN AGENT? • The main point about agents is they are autonomous: capable independent action 4 An agent is a computer system that is situated in some environment, and that is capable of autonomous action in that environment in order to meet its delegated objectives • It is all about decisions: • An agent must choose what action to perform • An agent must decide when to perform an action', 'NEGOTIATION SETTING Any negotiation setting will have four components: 1. A negotiation set: possible proposals that agents can make 2. A protocol: which defines what legal proposals an agent can make, based on prior negotiations 3. A collection of strategies, one for each agent, which are private 4. A rule that determines when a deal has been struck and what the agreement deal is 22', 'AGENTS: A FIRST DEFINITION • An agent is a computer system that is capable of independent (autonomous) action on behalf of its user or owner • I.e., figuring out what needs to be done to satisfy design objectives, rather than constantly being told • Modern agents may use generative AI models to reason, adapt to context, and create solutions without explicit re-programming 24']","Based on the provided context, the key component is the **commitment rule set**.

Here is the breakdown of why this is the case:

1.  **Source Identification**: The text explicitly states in **[S1]**: ""The key component, which determines how the agent acts, is the commitment rule set.""
2.  **Definition in AGENT0**: The text describes **[S2]** as: ""AGENT0 is implemented as an extension to LISP. Each agent in AGENT0 has 4 components: • a set of capabilities (things the agent can do); • a set of initial beliefs; • a set of initial commitments (things the agent will do); and • a set of commitment rules.""
3.  **Connection**: It explicitly links the **""set of initial commitments""** (component 3 in S2) with the **""commitment rule set""** (mentioned in S1 as the determining component). In the context of the definition provided in **[S3]**, the agent ""is situated in some environment, and that is capable of autonomous action"" (referring to the commitment rules) to ""meet its delegated objectives.""

Therefore, while an agent has components, the specific rule that dictates the sequence of action (decide when to act, choose what) is the commitment rule set.

**Answer:** The key component is the **commitment rule set**.","The key component, which determines how the agent acts, is the commitment rule set.",0.4117647058823529,0.917264642715565,0.9999999999,1.0
"In AGENT0, what is the difference between a private action and a communicative action?","['AGENT0 DECISION CYCLE • Actions may be: • Private: An externally executed computation • Communicative: Sending messages • Messages are constrained to be one of three types 1. Requests: To commit to action 2. Unrequests: To refrain from action 3. Informs: Which pass on information 25', 'PLACA • A more refined implementation was developed by Becky Thomas, for her 1993 doctoral thesis. • Her Planning Communicating Agents (PLACA) language was intended to address one severe drawback to AGENT0 - the inability of agents to plan and communicate requests for action via high-level goals • Agents in PLACA are programmed in much the same way as in AGENT0, in terms of mental change rules. 28', 'WHAT IS AN AGENT? • The main point about agents is they are autonomous: capable independent action 4 An agent is a computer system that is situated in some environment, and that is capable of autonomous action in that environment in order to meet its delegated objectives • It is all about decisions: • An agent must choose what action to perform • An agent must decide when to perform an action', 'AGENTS WITH STATE - PERCEPT 40 The see function is the agent’s ability to observe its environment, whereas the action function represents the agent’s decision-making process. Output of the see function is a percept: ...which maps environment states to percepts.', 'AGENT COMMUNICATION LANGUAGES 10']","Based on the context and definitions provided in the references, the difference between a **private action** and a **communicative action** in AGENT0 can be summarized as follows:

### **Private Action**
*   **Definition:** An externally executed computation. It is a direct, internal computation where the agent executes a specific plan or calculation without sending any messages to another agent or communicating with the environment directly.
*   **Mechanism:** The agent performs the calculation internally using its own memory and logic. There is no transmission of information to other agents.
*   **Purpose:** It is used when the agent needs to execute a specific, known algorithm or perform a calculation on its own hardware or logic.

### **Communicative Action**
*   **Definition:** Sending messages or requests to interact with the external environment. It involves communication through messages sent to other agents or the environment.
*   **Mechanism:** The agent sends messages containing its request, request for information, or feedback to another agent (either another agent or the environment itself).
*   **Purpose:** It allows the agent to coordinate with other entities in the environment (e.g., sending a command to a worker, receiving data, or making a decision based on external input) to fulfill its objectives.

### **Key Distinction**
The fundamental difference lies in the **source of the action** and the **mode of interaction**:
*   **Private:** Internal execution.
*   **Communicative:** External messaging to the environment or another agent.

In summary, a **private action** is a self-executing calculation performed internally, while a **communicative action** is a mode of interaction where the agent sends messages to the environment or another agent to request information or perform specific tasks.",Actions may be: Private: An externally executed computation; Communicative: Sending messages.,0.4,0.9959768964785374,0.9999999999,1.0
What is the primary purpose of practical reasoning according to the lecture?,"['WHAT IS PRACTICAL REASONING? • Practical reasoning is reasoning directed towards actions — the process of figuring out what to do • Practical reasoning is a matter of weighing conflicting considerations for and against competing options, where the relevant considerations are provided by what the agent desires/values/cares about and what the agent believes (Bratman) • Distinguish practical reasoning from theoretical reasoning – directed towards belief 3', 'LEARNING OUTCOMES At the end of this lecture, you should be able to: • Describe practical reasoning • Relate practical reasoning with intentions 2', 'LEARNING OUTCOMES At the end of this lecture, you should be able to: • Explain how means-ends reasoning fit into the basic agent control loop • Representation • Relate blocksworld to the planning problem • Practical reasoning agent implementation • Deliberation 2', 'IMPLEMENTING PRACTICAL REASONING AGENTS • 𝒫{Bel} is the power set of beliefs • Bel is the set of all possible beliefs that an agent might have PROBLEM: • deliberation and means-ends reasoning processes are not instantaneous \uf0df Cost • So the agent selects an intention to achieve that would have been optimal at the time it observed the world • The world may change in the meantime 11', 'SUMMARY • This lecture looked at argumentation as a means through which agents can reach agreement • Argumentation allows for more complex interactions • Argumentation can be used for a range of tasks that include negotiation • It also allows for inquiry, persuasion, deliberation 13']","According to the provided lecture notes, the primary purpose of practical reasoning is **to guide actions in response to the world**.

Specifically, the text defines practical reasoning as ""the process of figuring out what to do,"" and emphasizes that it is directed towards **actions**. The lecturer explicitly states that ""Practical reasoning is a matter of weighing conflicting considerations for and against competing options, where the relevant considerations are provided by what the agent desires/values/cares about and what the agent believes.""

Therefore, it is not just about reasoning or belief; it is about **executing decisions based on perception and action**.",Practical reasoning is reasoning directed towards actions — the process of figuring out what to do.,0.75,0.977904363399612,0.9999999999,1.0
What does Bratman suggest about practical reasoning?,"['WHAT IS PRACTICAL REASONING? • Practical reasoning is reasoning directed towards actions — the process of figuring out what to do • Practical reasoning is a matter of weighing conflicting considerations for and against competing options, where the relevant considerations are provided by what the agent desires/values/cares about and what the agent believes (Bratman) • Distinguish practical reasoning from theoretical reasoning – directed towards belief 3', 'SUMMARY • We have define practical reasoning. • We acknowledge how intentions are key part of practical reasoning. • How intention relates to practical reasoning • Intentions are stronger than desire • Next → Means-ends Reasoning/Planning 9', 'IMPLEMENTING PRACTICAL REASONING AGENTS • 𝒫{Bel} is the power set of beliefs • Bel is the set of all possible beliefs that an agent might have PROBLEM: • deliberation and means-ends reasoning processes are not instantaneous \uf0df Cost • So the agent selects an intention to achieve that would have been optimal at the time it observed the world • The world may change in the meantime 11', 'IMPLEMENTING PRACTICAL REASONING AGENTS • See is as before: • Instead of the function next, which took a percept and used it to update the internal state of an agent, we have a belief revision function 10', 'PRACTICAL REASONING AGENTS: COMMITMENT STRATEGIES BAXI 3113 – INTELLIGENT AGENT Dr. Nur Zareen Zulkarnain Department of Intelligent Computing and Analytics (ICA) DG/1-18 zareen@utem.edu.my 1']","According to Bratman, practical reasoning is defined as a process of figuring out what to do, where the agent weighs conflicting considerations for and against competing options. Key aspects include:

1. The agent is guided by desires, values, and beliefs about what they want and are interested in doing.
2. The agent considers beliefs and values as stronger than desires, which is a distinction that Bratman makes.
3. Practical reasoning is directed towards achieving the ends or goals.

This contrasts with theoretical reasoning, which is more focused on beliefs and attitudes. Practical reasoning integrates these elements to guide actions toward specific outcomes.","Bratman suggests that practical reasoning is a matter of weighing conflicting considerations for and against competing options, where the relevant considerations are provided by what the agent desires/values/cares about and what the agent believes.",0.5,0.9501368647768832,0.9999999999,1.0
Explain the distinction between practical reasoning and theoretical reasoning as discussed in the lecture.,"['WHAT IS PRACTICAL REASONING? • Practical reasoning is reasoning directed towards actions — the process of figuring out what to do • Practical reasoning is a matter of weighing conflicting considerations for and against competing options, where the relevant considerations are provided by what the agent desires/values/cares about and what the agent believes (Bratman) • Distinguish practical reasoning from theoretical reasoning – directed towards belief 3', 'LEARNING OUTCOMES At the end of this lecture, you should be able to: • Describe practical reasoning • Relate practical reasoning with intentions 2', 'LEARNING OUTCOMES At the end of this lecture, you should be able to: • Explain how means-ends reasoning fit into the basic agent control loop • Representation • Relate blocksworld to the planning problem • Practical reasoning agent implementation • Deliberation 2', 'IMPLEMENTING PRACTICAL REASONING AGENTS • 𝒫{Bel} is the power set of beliefs • Bel is the set of all possible beliefs that an agent might have PROBLEM: • deliberation and means-ends reasoning processes are not instantaneous \uf0df Cost • So the agent selects an intention to achieve that would have been optimal at the time it observed the world • The world may change in the meantime 11', 'SYMBOLIC AI - CRITICS • Recall symbolic AI in Deductive Reasoning Agent lecture. • Is inference on symbols representing the world sufficient to solve real-world problems? • Problems with “symbolic AI”: • Computational complexity of reasoning in real-world applications • The transduction/knowledge acquisition bottleneck • Logic-based approaches largely focus on theoretical reasoning • Detached from interaction with physical world 3']","Based on the content of the lecture notes and the provided text, here is the distinction between **practical reasoning** and **theoretical reasoning**:

### Core Definitions

**Practical Reasoning**
*   **Direction:** It is explicitly defined as a process directed towards **actions**. Its core function is to determine what specific steps must be taken (e.g., ""How do I move?"").
*   **Input:** It relies on the agent's current desires, values, and beliefs. It does not rely on a fixed model of the world (a symbol) to make decisions.
*   **Nature:** It is reactive, immediate, and often involves conflict. The agent weighs competing options based on *what the agent wants* at that moment.

**Theoretical Reasoning**
*   **Direction:** It is defined as a process directed towards **beliefs**. It involves forming models of the world to understand facts, relationships, and causes.
*   **Input:** It relies on a symbolic representation (a set of symbols or concepts) to derive truth about the world.
*   **Nature:** It is abstract and logical, often focusing on deduction from premises to reach a conclusion about reality. It is detached from immediate physical interaction.

### Key Differences Summary

| Feature | Practical Reasoning | Theoretical Reasoning |
| :--- | :--- | :--- |
| **Primary Goal** | To **act** (do something). | To **know** or **understand** (be rational). |
| **Input Source** | The agent's current desires, values, and beliefs. | A fixed symbolic model of the world. |
| **Time Orientation** | Immediate or near-immediate (influenced by the current state). | Delayed or abstract (relying on external models). |
| **Example** | ""If I eat a banana, I will get sick."" | ""All apples are fruits."" |

### Connection to Intentions
The text notes that **Practical reasoning is a matter of weighing conflicting considerations for and against competing options**. This suggests that theoretical reasoning is often the first step in planning, where agents determine what the world *should* look like based on abstract logic before they even attempt to act.

In practical reasoning, the agent is constantly evaluating whether to **act** based on what they currently care about or what they believe is true, even if the world might change later.","Practical reasoning is reasoning directed towards actions — the process of figuring out what to do, while theoretical reasoning is directed towards belief.",,0.9550400094343096,0.9999999999,1.0
"What is the role of intentions in practical reasoning, as explained in the lecture?","['INTENTIONS IN PRACTICAL REASONING 1. Intentions pose problems for agents, who need to determine ways of achieving them. 2. Intentions provide a “filter” for adopting other intentions, which must not conflict. 5', 'INTENTIONS IN PRACTICAL REASONING 3. Agents track the success of their intentions and are inclined to try again if their attempts fail. 4. Agents believe their intentions are possible. 6', 'IMPLEMENTING PRACTICAL REASONING AGENTS • 𝒫{Bel} is the power set of beliefs • Bel is the set of all possible beliefs that an agent might have PROBLEM: • deliberation and means-ends reasoning processes are not instantaneous \uf0df Cost • So the agent selects an intention to achieve that would have been optimal at the time it observed the world • The world may change in the meantime 11', 'LEARNING OUTCOMES At the end of this lecture, you should be able to: • Explain how means-ends reasoning fit into the basic agent control loop • Representation • Relate blocksworld to the planning problem • Practical reasoning agent implementation • Deliberation 2', 'John McCarthy argued that there are occasions when the intentional stance is appropriate “We can ascribe beliefs, intentions, or desires to a machine when it helps us understand or explain its behaviour. Such descriptions are useful, even if the machine doesn’t literally “think” or “want. ” The goal is to predict, repair, or improve the system by reasoning about its internal state. Mental-like terms can simplify how we talk about complex systems — e. g.']","Based on the lecture content you provided (specifically the sections on **S1, S2, S3, and S5**), the role of intentions in practical reasoning is multifaceted and crucial for managing uncertainty and optimizing actions.

Here is a breakdown of their specific roles:

### 1. Problem Solver and Constraint Enforcer
*   **S1:** ""Intentions pose problems for agents, who need to determine ways of achieving them.""
    *   **Role:** Intentions act as constraints. Without specific intentions, an agent has no goal to work toward. For example, knowing that an agent must ""save the warehouse"" provides the constraint; knowing it must ""sell the inventory"" provides the goal.
*   **S2:** ""Agents track the success of their intentions and are inclined to try again if their attempts fail.""
    *   **Role:** This is the mechanism of **feedback loops**. If an agent tries a strategy based on a wrong intention (e.g., trying to fix a machine but not fixing the issue due to an unintended action), the experience teaches the agent about the *intentional* nature of the failure, prompting a re-evaluation of the intention to avoid repeating the error.

### 2. ""Filter"" for Adopting Other Intentions
*   **S2:** ""Intentions provide a 'filter' for adopting other intentions, which must not conflict.""
    *   **Role:** This is often referred to as **Conflict Resolution**. If an agent's current intention leads to a negative outcome, they must suppress it (a ""filter"") and adopt an alternative intention to achieve the desired result. This prevents the agent from continuing on a path that is objectively impossible or harmful.

### 3. Optimizing the Deliberation Loop
*   **S3 & S4:** The text discusses how agents cannot process the world instantly (cost) or choose the *best* intention immediately without knowing the world.
    *   **Role:** This creates a **deliberation loop**. The agent must use their current knowledge and beliefs to form an intention, observe the world (perhaps via a simulator or feedback loop), and update their belief. They do not know the future, so they must adapt based on observed attempts. The goal of this process is to select an intention that is both **possible** and **optimal** in the current state of knowledge, even if the world changes.

### 4. Mental-Like Terms and Simplified Communication
*   **S5:** ""Mental-like terms can simplify how we talk about complex systems.""
    *   **Role:** Intentions act as the ""mental state"" or ""mental-like term."" In practical reasoning, describing an agent's current mental state (e.g., ""I am deciding to take the shortcut"") is much more efficient than trying to describe the agent's internal decision process in full, as the agent doesn't know the internal process.

### Summary
In essence, intentions serve as the **goal**, the **constraints**, the **feedback mechanism**, and the **filter** for the agent's actions. They bridge the gap between the agent's subjective mental state and the agent's objective actions, ensuring that the agent always knows where they are going and can adapt when faced with new information or changing conditions.","Intention poses problems for agents, who need to determine ways of achieving them. Intention provides a 'filter' for adopting other intentions which must not conflict.",,0.8915362982275709,0.9999999999,1.0
What does the 'side effect or package deal problem' refer to in the context of practical reasoning?,"['INTENTIONS IN PRACTICAL REASONING 7. Agents need not intend all the expected side effects of their intentions. I may believe that going to the dentist involves pain, and I may also intend to go to the dentist — but this does not imply that I intend to suffer pain! 8 This is known as the side effect or package deal problem.', 'WHAT IS PRACTICAL REASONING? • Practical reasoning is reasoning directed towards actions — the process of figuring out what to do • Practical reasoning is a matter of weighing conflicting considerations for and against competing options, where the relevant considerations are provided by what the agent desires/values/cares about and what the agent believes (Bratman) • Distinguish practical reasoning from theoretical reasoning – directed towards belief 3', 'IMPLEMENTING PRACTICAL REASONING AGENTS • 𝒫{Bel} is the power set of beliefs • Bel is the set of all possible beliefs that an agent might have PROBLEM: • deliberation and means-ends reasoning processes are not instantaneous \uf0df Cost • So the agent selects an intention to achieve that would have been optimal at the time it observed the world • The world may change in the meantime 11', 'LEARNING OUTCOMES At the end of this lecture, you should be able to: • Explain how means-ends reasoning fit into the basic agent control loop • Representation • Relate blocksworld to the planning problem • Practical reasoning agent implementation • Deliberation 2', 'NON-REQUESTED COORDINATION 6 Action equality: We both plan to do something, and by recognising this one of us can be saved the effort. Consequence: What I plan to do will have the side-effect of achieving something you want to do. Favor: What I plan to do will make it easier for you to do what you want to do.']","Based on the provided context and sources, the ""side effect or package deal problem"" refers to a specific phenomenon within **Practical Reasoning** where an agent may have a clear intention to perform an action (e.g., going to the dentist) but simultaneously believes in a side effect (e.g., experiencing pain). The agent does not intend to suffer pain, but the action itself is objectively expected to result in that pain.

### Logical Deduction

1.  **Definition from Source 7**: The text explicitly defines this concept as ""the side effect or package deal problem."" It states that agents do not intend to suffer pain even if they believe it involves pain.
2.  **Source 2 (Practical Reasoning)**: This source provides the definition: ""Practical reasoning is reasoning directed towards actions — the process of figuring out what to do — Practical reasoning is a matter of weighing conflicting considerations... where the relevant considerations are provided by what the agent desires/values/cares about and what the agent believes.""
3.  **Application to the Problem**: The problem described is a conflict between the agent's *intention* (to go to the dentist) and their *belief* (that it causes pain). If the agent's belief is accurate, the outcome (pain) is a legitimate side effect. If the agent's intention is to do this, the outcome is unfortunate due to the false belief.
4.  **Purpose of the Problem**: The problem exists to highlight that the agent is often operating under a false assumption (belief) rather than a true command (intention). This is a common pitfall in decision-making and planning.

### Conclusion

The ""side effect or package deal problem"" refers to the scenario where an agent's **belief** about an action's consequences (such as pain) differs significantly from their **intention** to perform the action. Consequently, the agent concludes that the action will result in that pain, even though they do not intend to suffer it.","The side effect or package deal problem refers to the fact that I may believe that going to the dentist involves pain, and I may also intend to go to the dentist — but this does not imply that I intend to suffer pain!",,0.9813599610605546,0.9999999999,1.0
What is the goal in the blocks world problem?,"['BLOCKSWORLD • Let’s look at the planning problem with reference to the blocks world. • The blocks world contains: • a robot arm, • 3 blocks (A, B and C) of equal size • a table-top • The aim is to generate a plan for the robot arm to build towers out of blocks 5', 'SUMMARY • We have looked at how goal, state, action and plan can be represented using logic. • We have used the blocksworld problem as an example • We have looked at reasoning agent implementation • We discussed deliberation and decomposed it to option generation and filtering • Next → Commitment 14', 'TWO ISSUES 10 The Transduction Problem The transduction problem is that of translating the real world into an accurate, adequate symbolic description, in time for that description to be useful. This has led onto research into vision, speech understanding, learning… The Representation / Reasoning Problem How to symbolically represent information about complex real-world entities and processes, and how to get agents to reason with this information in time for the results to be useful.', 'RECOGNITION • In this stage, an agent recognises it has a problem it needs help with • Agent has a goal, and either • realises it cannot achieve the goal in isolation - i.e. it does not have capability • realises it would prefer not to achieve the goal in isolation (typically because of solution quality, deadline etc.) • As a result, it needs to involve other agents 6', 'into one of the goal states g ∈ G 49 • A maintenance goal is specified by a set B of “bad” states: B ⊆ E • The agent succeeds in a particular environment if it manages to avoid all states in B — if it never performs actions which result in any state in B occurring • In terms of games, the agent succeeds in a maintenance task if it ensures that it is never forced into one of the fail states b ∈ B']",The goal in the blocks world problem is to generate a plan for the robot arm to build towers out of blocks.,The aim is to generate a plan for the robot arm to build towers out of blocks.,1.0,0.9943484263630703,0.9999999999,1.0
What is the role of the Stanford Research Institute Problem Solver (STRIPS) in planning?,"['REPRESENTATION } 4 • goal to be achieved • state of environment • actions available to agent • plan itself Represented by logic The Stanford Research Institute Problem Solver (STRIPS): an automated planner used by Shakey Use first-order logic and theorem proving to plan strategies from start to goal', 'COOPERATIVE DISTRIBUTED PROBLEM SOLVING (CDPS) • CDPS studies how a loosely coupled network of problem solvers can work together to solve problems that are beyond their individual capabilities • Problems faced by the nodes cannot be completed without cooperation • No single node has sufficient expertise, resources, and information to solve a problem, and different nodes might have expertise solving different parts of the problem 6', 'and how to get agents to reason with this information in time for the results to be useful. This has led onto research into knowledge representation, automated reasoning, planning…', 'COOPERATIVE DISTRIBUTED PROBLEM SOLVING (CDPS) CPDS addresses the following: 1. Problem decomposition: How can a problem be divided into smaller tasks for distribution amongst agents? 2. Sub-problem solution: • How can the overall problem-solving activities of the agents be optimised so as to produce a solution that maximises the coherence metric? • What techniques can be used to coordinate the activity of the agents, thus avoiding destructive interactions? 3. Solution synthesis:', 'MEANS-ENDS REASONING / PLANNING • Planning: The design of a course of action that will achieve some desired goal • Basically, give a planning system representation of: • goal/intention to achieve; • actions it can perform; • the environment; • and generate a plan to achieve the goal 3 Let the system figure out how to achieve the goal on its own!']","Based on the provided text, the role of the **Stanford Research Institute Problem Solver (STRIPS)** in planning is to **automatically generate a sequence of actions** from a start state to a goal state.

Specifically, STRIPS is defined in the context as an ""automated planner"" designed for the **Shakey** scenario. It functions by:
1.  **Representing the Environment**: It captures the state of the problem (e.g., ""Shakey"") and the available actions (e.g., ""choose to eat"") based on the current problem conditions.
2.  **Applying Rules and Logic**: The solver uses first-order logic and theorem proving to determine the specific sequence of actions required to reach the desired outcome.
3.  **Generating the Plan**: It outputs a concrete plan (a list of steps) that takes the agent from the initial situation to the final goal.

Unlike human planners who may struggle with memory, context, or complex reasoning, STRIPS leverages a deterministic algorithm to ensure the plan is correct, executable, and optimized for the specific constraints of the problem (often involving cooperative distribution), ensuring the results are useful.",Use first-order logic and theorem proving to plan strategies from start to goal.,,0.9719779781522373,0.9999999999,1.0
How does an agent select an intention to achieve after observing the world?,"['IMPLEMENTING PRACTICAL REASONING AGENTS • 𝒫{Bel} is the power set of beliefs • Bel is the set of all possible beliefs that an agent might have PROBLEM: • deliberation and means-ends reasoning processes are not instantaneous \uf0df Cost • So the agent selects an intention to achieve that would have been optimal at the time it observed the world • The world may change in the meantime 11', 'INTENTION RECONSIDERATION • An agent that does not stop to reconsider its intentions sufficiently often will continue to attempt to achieve its intentions even after it is clear that they cannot be achieved, or that there is no longer any reason for achieving them. • An agent that constantly reconsiders its attentions may spend insufficient time actually working to achieve them, and hence runs the risk of never actually achieving them. 9', 'OPTIMAL INTENTION RECONSIDERATION • Kinny and Georgeff’s experimentally investigated effectiveness of intention reconsideration strategies • Two different types of reconsideration strategy were used: • bold agents: never pause to reconsider intentions, and • cautious agents: stop to reconsider after every action. • Dynamism in the environment is represented by the rate of world change, γ. • Experiments were carried out using Tileword. 11', 'INTENTIONS IN PRACTICAL REASONING 3. Agents track the success of their intentions and are inclined to try again if their attempts fail. 4. Agents believe their intentions are possible. 6', 'INTENTIONS IN PRACTICAL REASONING 1. Intentions pose problems for agents, who need to determine ways of achieving them. 2. Intentions provide a “filter” for adopting other intentions, which must not conflict. 5']","Based on the provided text, an agent selects an intention to achieve after observing the world through the following process:

1. **Observe the world**: The agent receives information from the environment, which includes the current state of the world.
2. **Determine the need to achieve**: The agent assesses whether it needs to take action to achieve a specific goal. This involves evaluating the situation and deciding if the agent is capable of accomplishing its intended task.
3. **Select an intention**: Based on the need and the environment, the agent decides on an intention to achieve. This intention is either bold (meaning the agent does not pause to reconsider) or cautious (meaning the agent stops to reconsider after every action).
4. **Conduct the action**: The agent then takes the chosen intention to achieve.

It is important to note that deliberation and means-end reasoning processes are not instantaneous; therefore, the agent may need to re-evaluate and revise its intention based on the current information. The world may change in the meantime, and the agent must be prepared to adapt its actions accordingly.",The agent selects an intention to achieve that would have been optimal at the time it observed the world.,0.7142857142857143,0.9881259044802372,0.9999999999,1.0
